elapsed_s,phase,shape_name,target_depth_mm,report_sample_target,trial,indentation_depth_mm,load_force_n,load_kg,pressure_force_n,pressure_kg_eq,pressure_hpa,pressure_delta_hpa,error_kg,dot_mean_px,dot_max_px,missing_ratio,contact_peak,contact_area_ratio,residual_mean_px,residual_peak_px,surface_scale_px
0.800,down,sim2_circle,-2.500,10,1,0.561798,0.205401,0.020945,0.280694,0.028623,1032.1860,0.1860,0.007678,1.211192,1.698022,0.000000,0.224719,2.528090,0.042247,0.124494,1.000000
0.880,down,sim2_circle,-2.500,10,1,0.617978,0.217134,0.022141,0.287833,0.029351,1032.1908,0.1908,0.007209,1.307436,1.849460,0.000000,0.247191,2.780899,0.042472,0.124944,1.000000
0.960,down,sim2_circle,-2.500,10,1,0.674157,0.228502,0.023301,0.292768,0.029854,1032.1941,0.1941,0.006553,1.405703,2.001919,0.000000,0.269663,3.033708,0.042697,0.125393,1.000000
1.040,down,sim2_circle,-2.500,10,1,0.730337,0.240081,0.024481,0.296306,0.030215,1032.1964,0.1964,0.005733,1.508139,2.155941,0.000000,0.292135,3.286517,0.042921,0.125843,1.000000
1.120,down,sim2_circle,-2.500,10,1,0.786517,0.252426,0.025740,0.299294,0.030519,1032.1984,0.1984,0.004779,1.616494,2.312028,0.000000,0.314607,3.539326,0.043146,0.126292,1.000000
1.200,down,sim2_circle,-2.500,10,1,0.842697,0.266043,0.027129,0.302571,0.030854,1032.2005,0.2005,0.003725,1.731953,2.470618,0.000000,0.337079,3.792135,0.043371,0.126742,1.000000
1.280,down,sim2_circle,-2.500,10,1,0.898876,0.281340,0.028689,0.306921,0.031297,1032.2034,0.2034,0.002609,1.855024,2.632080,0.000000,0.359551,4.044944,0.043596,0.127191,1.000000
1.360,down,sim2_circle,-2.500,10,1,0.955056,0.298607,0.030449,0.313025,0.031920,1032.2075,0.2075,0.001470,1.985489,2.796699,0.000000,0.382022,4.297753,0.043820,0.127640,1.000000
1.440,down,sim2_circle,-2.500,10,1,1.011236,0.317989,0.032426,0.321432,0.032777,1032.2131,0.2131,0.000351,2.122425,2.964669,0.000000,0.404494,4.550562,0.044045,0.128090,1.000000
1.520,down,sim2_circle,-2.500,10,1,1.067416,0.339480,0.034617,0.332530,0.033909,1032.2204,0.2204,-0.000709,2.264293,3.136087,0.000000,0.426966,4.803371,0.044270,0.128539,1.000000
1.600,down,sim2_circle,-2.500,10,1,1.123596,0.362920,0.037008,0.346532,0.035336,1032.2297,0.2297,-0.001671,2.409083,3.310951,0.000000,0.449438,5.056180,0.044494,0.128989,1.000000
1.680,down,sim2_circle,-2.500,10,1,1.179775,0.388007,0.039566,0.363477,0.037064,1032.2409,0.2409,-0.002501,2.554507,3.489159,0.000000,0.471910,5.308989,0.044719,0.129438,1.000000
1.760,down,sim2_circle,-2.500,10,1,1.235955,0.414321,0.042249,0.383238,0.039079,1032.2540,0.2540,-0.003170,2.698215,3.670515,0.000000,0.494382,5.561798,0.044944,0.129888,1.000000
1.840,down,sim2_circle,-2.500,10,1,1.292135,0.441352,0.045005,0.405541,0.041354,1032.2688,0.2688,-0.003652,2.838024,3.854729,0.000000,0.516854,5.814607,0.045169,0.130337,1.000000
1.920,down,sim2_circle,-2.500,10,1,1.348315,0.468539,0.047778,0.429994,0.043847,1032.2850,0.2850,-0.003930,2.972119,4.041431,0.000000,0.539326,6.067416,0.045393,0.130787,1.000000
2.000,down,sim2_circle,-2.500,10,1,1.404494,0.495309,0.050507,0.456124,0.046512,1032.3023,0.3023,-0.003996,3.099231,4.230177,0.000000,0.561798,6.320225,0.045618,0.131236,1.000000
2.080,down,sim2_circle,-2.500,10,1,1.460674,0.521119,0.053139,0.483410,0.049294,1032.3204,0.3204,-0.003845,3.218758,4.420467,0.000000,0.584270,6.573034,0.045843,0.131685,1.000000
2.160,down,sim2_circle,-2.500,10,1,1.516854,0.545498,0.055625,0.511328,0.052141,1032.3389,0.3389,-0.003484,3.330819,4.611754,0.000000,0.606742,6.825843,0.046067,0.132135,1.000000
2.240,down,sim2_circle,-2.500,10,1,1.573034,0.568074,0.057927,0.539379,0.055001,1032.3575,0.3575,-0.002926,3.436247,4.803464,0.000000,0.629213,7.078652,0.046292,0.132584,1.000000
2.320,down,sim2_circle,-2.500,10,1,1.629213,0.588611,0.060022,0.567129,0.057831,1032.3759,0.3759,-0.002191,3.536506,4.995009,0.000000,0.651685,7.331461,0.046517,0.133034,1.000000
2.400,down,sim2_circle,-2.500,10,1,1.685393,0.607016,0.061898,0.594227,0.060594,1032.3939,0.3939,-0.001304,3.633552,5.185807,0.000000,0.674157,7.584270,0.046742,0.133483,1.000000
2.480,down,sim2_circle,-2.500,10,1,1.741573,0.623354,0.063564,0.620424,0.063266,1032.4112,0.4112,-0.000299,3.729649,5.375297,0.000000,0.696629,7.837079,0.046966,0.133933,1.000000
2.560,down,sim2_circle,-2.500,10,1,1.797753,0.637838,0.065041,0.645578,0.065831,1032.4279,0.4279,0.000789,3.827150,5.562957,0.000000,0.719101,8.089888,0.047191,0.134382,1.000000
2.640,down,sim2_circle,-2.500,10,1,1.853933,0.650815,0.066365,0.669653,0.068286,1032.4439,0.4439,0.001921,3.928276,5.748315,0.000000,0.741573,8.342697,0.047416,0.134831,1.000000
2.720,down,sim2_circle,-2.500,10,1,1.910112,0.662743,0.067581,0.692706,0.070636,1032.4591,0.4591,0.003055,4.034901,5.930969,0.000000,0.764045,8.595506,0.047640,0.135281,1.000000
2.800,down,sim2_circle,-2.500,10,1,1.966292,0.674154,0.068745,0.714870,0.072896,1032.4738,0.4738,0.004152,4.148374,6.110592,0.000000,0.786517,8.848315,0.047865,0.135730,1.000000
2.880,down,sim2_circle,-2.500,10,1,2.022472,0.685619,0.069914,0.736328,0.075085,1032.4880,0.4880,0.005171,4.269394,6.286945,0.000000,0.808989,9.101124,0.048090,0.136180,1.000000
2.960,down,sim2_circle,-2.500,10,1,2.078652,0.697704,0.071146,0.757287,0.077222,1032.5019,0.5019,0.006076,4.397937,6.459885,0.000000,0.831461,9.353933,0.048315,0.136629,1.000000
3.040,down,sim2_circle,-2.500,10,1,2.134831,0.710931,0.072495,0.777950,0.079329,1032.5156,0.5156,0.006834,4.533264,6.629365,0.000000,0.853933,9.606742,0.048539,0.137079,1.000000
3.120,down,sim2_circle,-2.500,10,1,2.191011,0.725738,0.074005,0.798487,0.081423,1032.5292,0.5292,0.007418,4.673990,6.795439,0.000000,0.876404,9.859551,0.048764,0.137528,1.000000
3.200,down,sim2_circle,-2.500,10,1,2.247191,0.742450,0.075709,0.819016,0.083516,1032.5429,0.5429,0.007808,4.818212,6.958260,0.000000,0.898876,10.112360,0.048989,0.137978,1.000000
3.280,down,sim2_circle,-2.500,10,1,2.303371,0.761254,0.077626,0.839587,0.085614,1032.5565,0.5565,0.007988,4.963698,7.118073,0.000000,0.921348,10.365169,0.049213,0.138427,1.000000
3.360,down,sim2_circle,-2.500,10,1,2.359551,0.782183,0.079760,0.860170,0.087713,1032.5701,0.5701,0.007952,5.108092,7.275211,0.000000,0.943820,10.617978,0.049438,0.138876,1.000000
3.440,down,sim2_circle,-2.500,10,1,2.415730,0.805119,0.082099,0.880658,0.089802,1032.5837,0.5837,0.007703,5.249144,7.430083,0.000000,0.966292,10.870787,0.049663,0.139326,1.000000
3.520,down,sim2_circle,-2.500,10,1,2.471910,0.829796,0.084616,0.900876,0.091864,1032.5971,0.5971,0.007248,5.384922,7.583165,0.000000,0.988764,11.123596,0.049888,0.139775,1.000000
3.600,up,sim2_circle,-2.500,10,1,2.471910,0.683822,0.069730,0.748590,0.076335,1032.4962,0.4962,0.006604,5.393210,7.563634,0.000000,0.988764,11.123596,0.049888,0.139775,1.000000
3.680,up,sim2_circle,-2.500,10,1,2.415730,0.675619,0.068894,0.732448,0.074689,1032.4855,0.4855,0.005795,5.273217,7.372055,0.000000,0.966292,10.870787,0.049663,0.139326,1.000000
3.760,up,sim2_circle,-2.500,10,1,2.359551,0.667725,0.068089,0.715278,0.072938,1032.4741,0.4741,0.004849,5.145656,7.180357,0.000000,0.943820,10.617978,0.049438,0.138876,1.000000
3.840,up,sim2_circle,-2.500,10,1,2.303371,0.659569,0.067257,0.696840,0.071058,1032.4619,0.4619,0.003800,5.011172,6.989129,0.000000,0.921348,10.365169,0.049213,0.138427,1.000000
3.920,up,sim2_circle,-2.500,10,1,2.247191,0.650596,0.066342,0.676948,0.069029,1032.4487,0.4487,0.002687,4.871070,6.798943,0.000000,0.898876,10.112360,0.048989,0.137978,1.000000
4.000,up,sim2_circle,-2.500,10,1,2.191011,0.640309,0.065293,0.655501,0.066842,1032.4345,0.4345,0.001549,4.727192,6.610343,0.000000,0.876404,9.859551,0.048764,0.137528,1.000000
4.080,up,sim2_circle,-2.500,10,1,2.134831,0.628309,0.064070,0.632499,0.064497,1032.4192,0.4192,0.000427,4.581739,6.423825,0.000000,0.853933,9.606742,0.048539,0.137079,1.000000
4.160,up,sim2_circle,-2.500,10,1,2.078652,0.614319,0.062643,0.608063,0.062005,1032.4030,0.4030,-0.000638,4.437063,6.239827,0.000000,0.831461,9.353933,0.048315,0.136629,1.000000
4.240,up,sim2_circle,-2.500,10,1,2.022472,0.598208,0.061000,0.582436,0.059392,1032.3860,0.3860,-0.001608,4.295441,6.058715,0.000000,0.808989,9.101124,0.048090,0.136180,1.000000
4.320,up,sim2_circle,-2.500,10,1,1.966292,0.579997,0.059143,0.555983,0.056695,1032.3685,0.3685,-0.002449,4.158860,5.880768,0.000000,0.786517,8.848315,0.047865,0.135730,1.000000
4.400,up,sim2_circle,-2.500,10,1,1.910112,0.559859,0.057090,0.529175,0.053961,1032.3507,0.3507,-0.003129,4.028826,5.706178,0.000000,0.764045,8.595506,0.047640,0.135281,1.000000
4.480,up,sim2_circle,-2.500,10,1,1.853933,0.538109,0.054872,0.502563,0.051247,1032.3331,0.3331,-0.003625,3.906219,5.535038,0.000000,0.741573,8.342697,0.047416,0.134831,1.000000
4.560,up,sim2_circle,-2.500,10,1,1.797753,0.515177,0.052533,0.476755,0.048615,1032.3160,0.3160,-0.003918,3.791214,5.367342,0.000000,0.719101,8.089888,0.047191,0.134382,1.000000
4.640,up,sim2_circle,-2.500,10,1,1.741573,0.491578,0.050127,0.452369,0.046129,1032.2998,0.2998,-0.003998,3.683259,5.202985,0.000000,0.696629,7.837079,0.046966,0.133933,1.000000
4.720,up,sim2_circle,-2.500,10,1,1.685393,0.467877,0.047710,0.429998,0.043848,1032.2850,0.2850,-0.003863,3.581131,5.041764,0.000000,0.674157,7.584270,0.046742,0.133483,1.000000
4.800,up,sim2_circle,-2.500,10,1,1.629213,0.444645,0.045341,0.410165,0.041825,1032.2719,0.2719,-0.003516,3.483051,4.883389,0.000000,0.651685,7.331461,0.046517,0.133034,1.000000
4.880,up,sim2_circle,-2.500,10,1,1.573034,0.422420,0.043075,0.393286,0.040104,1032.2607,0.2607,-0.002971,3.386855,4.727485,0.000000,0.629213,7.078652,0.046292,0.132584,1.000000
4.960,up,sim2_circle,-2.500,10,1,1.516854,0.401667,0.040959,0.379634,0.038712,1032.2516,0.2516,-0.002247,3.290198,4.573607,0.000000,0.606742,6.825843,0.046067,0.132135,1.000000
5.040,up,sim2_circle,-2.500,10,1,1.460674,0.382744,0.039029,0.369310,0.037659,1032.2448,0.2448,-0.001370,3.190780,4.421251,0.000000,0.584270,6.573034,0.045843,0.131685,1.000000
5.120,up,sim2_circle,-2.500,10,1,1.404494,0.365876,0.037309,0.362231,0.036937,1032.2401,0.2401,-0.000372,3.086564,4.269870,0.000000,0.561798,6.320225,0.045618,0.131236,1.000000
5.200,up,sim2_circle,-2.500,10,1,1.348315,0.351140,0.035806,0.358121,0.036518,1032.2374,0.2374,0.000712,2.975971,4.118887,0.000000,0.539326,6.067416,0.045393,0.130787,1.000000
5.280,up,sim2_circle,-2.500,10,1,1.292135,0.338457,0.034513,0.356519,0.036355,1032.2363,0.2363,0.001842,2.858027,3.967717,0.000000,0.516854,5.814607,0.045169,0.130337,1.000000
5.360,up,sim2_circle,-2.500,10,1,1.235955,0.327602,0.033406,0.356800,0.036384,1032.2365,0.2365,0.002977,2.732463,3.815776,0.000000,0.494382,5.561798,0.044944,0.129888,1.000000
5.440,up,sim2_circle,-2.500,10,1,1.179775,0.318215,0.032449,0.358204,0.036527,1032.2374,0.2374,0.004078,2.599734,3.662506,0.000000,0.471910,5.308989,0.044719,0.129438,1.000000
5.520,up,sim2_circle,-2.500,10,1,1.123596,0.309829,0.031594,0.359877,0.036697,1032.2385,0.2385,0.005103,2.460978,3.507386,0.000000,0.449438,5.056180,0.044494,0.128989,1.000000
5.600,up,sim2_circle,-2.500,10,1,1.067416,0.301909,0.030786,0.360919,0.036804,1032.2392,0.2392,0.006017,2.317908,3.349946,0.000000,0.426966,4.803371,0.044270,0.128539,1.000000
5.680,up,sim2_circle,-2.500,10,1,1.011236,0.293880,0.029967,0.360436,0.036754,1032.2389,0.2389,0.006787,2.172649,3.189788,0.000000,0.404494,4.550562,0.044045,0.128090,1.000000
5.760,up,sim2_circle,-2.500,10,1,0.955056,0.285180,0.029080,0.357591,0.036464,1032.2370,0.2370,0.007384,2.027534,3.026587,0.000000,0.382022,4.297753,0.043820,0.127640,1.000000
5.840,up,sim2_circle,-2.500,10,1,0.898876,0.275294,0.028072,0.351659,0.035859,1032.2331,0.2331,0.007787,1.884882,2.860109,0.000000,0.359551,4.044944,0.043596,0.127191,1.000000
5.920,up,sim2_circle,-2.500,10,1,0.842697,0.263791,0.026899,0.342069,0.034881,1032.2267,0.2267,0.007982,1.746778,2.690214,0.000000,0.337079,3.792135,0.043371,0.126742,1.000000
6.000,up,sim2_circle,-2.500,10,1,0.786517,0.250360,0.025530,0.328439,0.033491,1032.2177,0.2177,0.007962,1.614872,2.516859,0.000000,0.314607,3.539326,0.043146,0.126292,1.000000
6.080,up,sim2_circle,-2.500,10,1,0.730337,0.234828,0.023946,0.310604,0.031673,1032.2059,0.2059,0.007727,1.490225,2.340103,0.000000,0.292135,3.286517,0.042921,0.125843,1.000000
6.160,up,sim2_circle,-2.500,10,1,0.674157,0.217175,0.022146,0.288626,0.029432,1032.1913,0.1913,0.007286,1.373204,2.160101,0.000000,0.269663,3.033708,0.042697,0.125393,1.000000
6.240,up,sim2_circle,-2.500,10,1,0.617978,0.197534,0.020143,0.262795,0.026798,1032.1742,0.1742,0.006655,1.263451,1.977103,0.000000,0.247191,2.780899,0.042472,0.124944,1.000000
6.320,up,sim2_circle,-2.500,10,1,0.561798,0.176183,0.017966,0.233610,0.023822,1032.1548,0.1548,0.005856,1.159914,1.791445,0.000000,0.224719,2.528090,0.042247,0.124494,1.000000
6.400,up,sim2_circle,-2.500,10,1,0.505618,0.153523,0.015655,0.201756,0.020573,1032.1337,0.1337,0.004918,1.060948,1.603539,0.000000,0.202247,2.275281,0.042022,0.124045,1.000000
6.480,up,sim2_circle,-2.500,10,1,0.449438,0.130050,0.013261,0.168059,0.017137,1032.1114,0.1114,0.003876,0.964473,1.413863,0.000000,0.179775,2.022472,0.041798,0.123596,1.000000
6.560,up,sim2_circle,-2.500,10,1,0.393258,0.106320,0.010842,0.133442,0.013607,1032.0884,0.0884,0.002766,0.868172,1.222945,0.000000,0.157303,1.769663,0.041573,0.123146,1.000000
6.640,up,sim2_circle,-2.500,10,1,0.337079,0.082906,0.008454,0.098871,0.010082,1032.0655,0.0655,0.001628,0.769709,1.031350,0.000000,0.134831,1.516854,0.041348,0.122697,1.000000
6.720,up,sim2_circle,-2.500,10,1,0.280899,0.060358,0.006155,0.065298,0.006659,1032.0433,0.0433,0.000504,0.666958,0.839660,0.000000,0.112360,1.264045,0.041124,0.122247,1.000000
6.800,up,sim2_circle,-2.500,10,1,0.224719,0.039166,0.003994,0.033609,0.003427,1032.0223,0.0223,-0.000567,0.558198,0.648463,0.000000,0.089888,1.011236,0.040899,0.121798,1.000000
6.880,up,sim2_circle,-2.500,10,1,0.168539,0.019719,0.002011,0.004570,0.000466,1032.0030,0.0030,-0.001545,0.442284,0.458330,0.000000,0.067416,0.758427,0.040674,0.121348,1.000000
6.960,up,sim2_circle,-2.500,10,1,0.112360,0.002280,0.000232,-0.021209,-0.002163,1031.9859,-0.0141,-0.002395,0.318750,0.269804,0.000000,0.044944,0.505618,0.040449,0.120899,1.000000
7.040,up,sim2_circle,-2.500,10,1,0.056180,-0.013033,-0.001329,-0.043311,-0.004416,1031.9713,-0.0287,-0.003087,0.187858,0.083379,0.000000,0.022472,0.252809,0.040225,0.120449,1.000000
7.120,up,sim2_circle,-2.500,10,1,0.000000,-0.026256,-0.002677,-0.061527,-0.006274,1031.9592,-0.0408,-0.003597,0.050573,-0.100509,0.000000,0.000000,0.000000,0.040000,0.120000,1.000000
