elapsed_s,phase,shape_name,target_depth_mm,report_sample_target,trial,indentation_depth_mm,load_force_n,load_kg,pressure_force_n,pressure_kg_eq,pressure_hpa,pressure_delta_hpa,error_kg,dot_mean_px,dot_max_px,missing_ratio,contact_peak,contact_area_ratio,residual_mean_px,residual_peak_px,surface_scale_px
5.670,up,square,-5.000,25,1,3.193277,0.955950,0.097480,0.985705,0.100514,1032.6232,0.6232,0.003034,6.911734,10.172029,0.000000,0.625882,13.922689,3.801454,7.323861,6.044616
5.740,up,square,-5.000,25,1,3.109244,0.929626,0.094795,0.964960,0.098399,1032.6101,0.6101,0.003603,6.734150,9.908315,0.000000,0.609412,13.556303,3.703782,7.133987,5.899573
5.810,up,square,-5.000,25,1,3.025210,0.904162,0.092199,0.944549,0.096317,1032.5972,0.5972,0.004118,6.562521,9.640388,0.000000,0.592941,13.189916,3.609387,6.941079,5.752213
5.880,up,square,-5.000,25,1,2.941176,0.879549,0.089689,0.924333,0.094256,1032.5844,0.5844,0.004567,6.395283,9.368368,0.000000,0.576471,12.823529,3.517405,6.745225,5.602603
5.950,up,square,-5.000,25,1,2.857143,0.855743,0.087262,0.904155,0.092198,1032.5716,0.5716,0.004937,6.230275,9.092593,0.000000,0.560000,12.457143,3.426651,6.546667,5.450926
6.020,up,square,-5.000,25,1,2.773109,0.832662,0.084908,0.883842,0.090127,1032.5588,0.5588,0.005219,6.065037,8.813597,0.000000,0.543529,12.090756,3.335770,6.345790,5.297478
6.090,up,square,-5.000,25,1,2.689076,0.810193,0.082617,0.863208,0.088023,1032.5457,0.5457,0.005406,5.897138,8.532083,0.000000,0.527059,11.724370,3.243426,6.143100,5.142645
6.160,up,square,-5.000,25,1,2.605042,0.788196,0.080374,0.842068,0.085867,1032.5324,0.5324,0.005493,5.724508,8.248888,0.000000,0.510588,11.357983,3.148479,5.939199,4.986888
6.230,up,square,-5.000,25,1,2.521008,0.766510,0.078162,0.820239,0.083641,1032.5186,0.5186,0.005479,5.545718,7.964937,0.000000,0.494118,10.991597,3.050145,5.734755,4.830716
6.300,up,square,-5.000,25,1,2.436975,0.744961,0.075965,0.797550,0.081327,1032.5042,0.5042,0.005363,5.360171,7.681196,0.000000,0.477647,10.625210,2.948094,5.530461,4.674658
6.370,up,square,-5.000,25,1,2.352941,0.723368,0.073763,0.773850,0.078911,1032.4892,0.4892,0.005148,5.168187,7.398617,0.000000,0.461176,10.258824,2.842503,5.327005,4.519240
6.440,up,square,-5.000,25,1,2.268908,0.701554,0.071539,0.749014,0.076378,1032.4735,0.4735,0.004840,4.970955,7.118095,0.000000,0.444706,9.892437,2.734025,5.125028,4.364952
6.510,up,square,-5.000,25,1,2.184874,0.679349,0.069274,0.722951,0.073720,1032.4571,0.4571,0.004446,4.770374,6.840412,0.000000,0.428235,9.526050,2.623706,4.925096,4.212226
6.580,up,square,-5.000,25,1,2.100840,0.656601,0.066955,0.695608,0.070932,1032.4398,0.4398,0.003978,4.568799,6.566203,0.000000,0.411765,9.159664,2.512840,4.727666,4.061412
6.650,up,square,-5.000,25,1,2.016807,0.633184,0.064567,0.666974,0.068012,1032.4217,0.4217,0.003446,4.368718,6.295922,0.000000,0.395294,8.793277,2.402795,4.533064,3.912757
6.720,up,square,-5.000,25,1,1.932773,0.608999,0.062101,0.637084,0.064965,1032.4028,0.4028,0.002864,4.172415,6.029811,0.000000,0.378824,8.426891,2.294828,4.341464,3.766396
6.790,up,square,-5.000,25,1,1.848739,0.583981,0.059549,0.606021,0.061797,1032.3831,0.3831,0.002247,3.981665,5.767898,0.000000,0.362353,8.060504,2.189916,4.152886,3.622344
6.860,up,square,-5.000,25,1,1.764706,0.558102,0.056911,0.573909,0.058522,1032.3628,0.3628,0.001612,3.797492,5.509985,0.000000,0.345882,7.694118,2.088620,3.967189,3.480492
6.930,up,square,-5.000,25,1,1.680672,0.531372,0.054185,0.540918,0.055158,1032.3420,0.3420,0.000973,3.620027,5.255667,0.000000,0.329412,7.327731,1.991015,3.784081,3.340617
7.000,up,square,-5.000,25,1,1.596639,0.503839,0.051377,0.507256,0.051726,1032.3207,0.3207,0.000348,3.448495,5.004348,0.000000,0.312941,6.961345,1.896672,3.603131,3.202391
7.070,up,square,-5.000,25,1,1.512605,0.475585,0.048496,0.473161,0.048249,1032.2991,0.2991,-0.000247,3.281319,4.755274,0.000000,0.296471,6.594958,1.804725,3.423797,3.065401
7.140,up,square,-5.000,25,1,1.428571,0.446724,0.045553,0.438897,0.044755,1032.2775,0.2775,-0.000798,3.116330,4.507573,0.000000,0.280000,6.228571,1.713981,3.245452,2.929165
7.210,up,square,-5.000,25,1,1.344538,0.417397,0.042563,0.404743,0.041272,1032.2559,0.2559,-0.001290,2.951064,4.260300,0.000000,0.263529,5.862185,1.623085,3.067416,2.793165
7.280,up,square,-5.000,25,1,1.260504,0.387766,0.039541,0.370984,0.037830,1032.2345,0.2345,-0.001711,2.783095,4.012490,0.000000,0.247059,5.495798,1.530702,2.888993,2.656870
7.350,up,square,-5.000,25,1,1.176471,0.358005,0.036506,0.337899,0.034456,1032.2136,0.2136,-0.002050,2.610362,3.763203,0.000000,0.230588,5.129412,1.435699,2.709506,2.519762
7.420,up,square,-5.000,25,1,1.092437,0.328295,0.033477,0.305754,0.031178,1032.1933,0.1933,-0.002298,2.431450,3.511579,0.000000,0.214118,4.763025,1.337298,2.528337,2.381368
7.490,up,square,-5.000,25,1,1.008403,0.298813,0.030470,0.274790,0.028021,1032.1737,0.1737,-0.002450,2.245780,3.256879,0.000000,0.197647,4.396639,1.235179,2.344953,2.241284
7.560,up,square,-5.000,25,1,0.924370,0.269729,0.027505,0.245212,0.025005,1032.1550,0.1550,-0.002500,2.053685,2.998529,0.000000,0.181176,4.030252,1.129527,2.158941,2.099191
7.630,up,square,-5.000,25,1,0.840336,0.241192,0.024595,0.217185,0.022147,1032.1373,0.1373,-0.002448,1.856372,2.736145,0.000000,0.164706,3.663866,1.021005,1.970024,1.954880
7.700,up,square,-5.000,25,1,0.756303,0.213330,0.021754,0.190820,0.019458,1032.1206,0.1206,-0.002295,1.655752,2.469556,0.000000,0.148235,3.297479,0.910663,1.778080,1.808256
7.770,up,square,-5.000,25,1,0.672269,0.186239,0.018991,0.166178,0.016945,1032.1051,0.1051,-0.002046,1.454182,2.198812,0.000000,0.131765,2.931092,0.799800,1.583145,1.659347
7.840,up,square,-5.000,25,1,0.588235,0.159983,0.016314,0.143259,0.014608,1032.0906,0.0906,-0.001705,1.254150,1.924183,0.000000,0.115294,2.564706,0.689782,1.385412,1.508301
7.910,up,square,-5.000,25,1,0.504202,0.134588,0.013724,0.122004,0.012441,1032.0771,0.0771,-0.001283,1.057935,1.646143,0.000000,0.098824,2.198319,0.581864,1.185223,1.355378
7.980,up,square,-5.000,25,1,0.420168,0.110043,0.011221,0.102295,0.010431,1032.0647,0.0647,-0.000790,0.867300,1.365344,0.000000,0.082353,1.831933,0.477015,0.983048,1.200939
8.050,up,square,-5.000,25,1,0.336134,0.086298,0.008800,0.083962,0.008562,1032.0531,0.0531,-0.000238,0.683252,1.082587,0.000000,0.065882,1.465546,0.375789,0.779463,1.045423
8.120,up,square,-5.000,25,1,0.252101,0.063271,0.006452,0.066780,0.006810,1032.0422,0.0422,0.000358,0.505906,0.798774,0.000000,0.049412,1.099160,0.278248,0.575117,0.889325
8.190,up,square,-5.000,25,1,0.168067,0.040845,0.004165,0.050487,0.005148,1032.0319,0.0319,0.000983,0.334471,0.514861,0.000000,0.032941,0.732773,0.183959,0.370700,0.733173
8.260,up,square,-5.000,25,1,0.084034,0.018878,0.001925,0.034782,0.003547,1032.0220,0.0220,0.001622,0.167356,0.231811,0.000000,0.016471,0.366387,0.092046,0.166904,0.577496
8.330,up,square,-5.000,25,1,0.000000,-0.002790,-0.000285,0.019345,0.001973,1032.0122,0.0122,0.002257,0.002384,-0.049457,0.000000,0.000000,0.000000,0.001311,0.000000,0.450000
