elapsed_s,phase,shape_name,target_depth_mm,report_sample_target,trial,indentation_depth_mm,load_force_n,load_kg,pressure_force_n,pressure_kg_eq,pressure_hpa,pressure_delta_hpa,error_kg,dot_mean_px,dot_max_px,missing_ratio,contact_peak,contact_area_ratio,residual_mean_px,residual_peak_px,surface_scale_px
1.190,down,star,-7.500,30,1,2.142857,0.649178,0.066198,0.679940,0.069335,1032.4299,0.4299,0.003137,3.943198,5.659621,0.000000,0.280000,7.885714,2.168759,4.074927,3.562792
1.260,down,star,-7.500,30,1,2.268908,0.684304,0.069780,0.709159,0.072314,1032.4483,0.4483,0.002534,4.193188,6.010114,0.000000,0.296471,8.349580,2.306253,4.327282,3.755563
1.330,down,star,-7.500,30,1,2.394958,0.719944,0.073414,0.738632,0.075320,1032.4670,0.4670,0.001906,4.440688,6.362889,0.000000,0.312941,8.813445,2.442378,4.581280,3.949589
1.400,down,star,-7.500,30,1,2.521008,0.756230,0.077114,0.768650,0.078380,1032.4860,0.4860,0.001267,4.683591,6.717078,0.000000,0.329412,9.277311,2.575975,4.836296,4.144393
1.470,down,star,-7.500,30,1,2.647059,0.793267,0.080891,0.799478,0.081524,1032.5054,0.5054,0.000633,4.920412,7.071740,0.000000,0.345882,9.741176,2.706227,5.091653,4.339457
1.540,down,star,-7.500,30,1,2.773109,0.831127,0.084751,0.831345,0.084774,1032.5256,0.5256,0.000022,5.150490,7.425908,0.000000,0.362353,10.205042,2.832769,5.346654,4.534249
1.610,down,star,-7.500,30,1,2.899160,0.869845,0.088700,0.864441,0.088148,1032.5465,0.5465,-0.000551,5.374075,7.778640,0.000000,0.378824,10.668908,2.955741,5.600621,4.728252
1.680,down,star,-7.500,30,1,3.025210,0.909419,0.092735,0.898906,0.091663,1032.5683,0.5683,-0.001072,5.592298,8.129072,0.000000,0.395294,11.132773,3.075764,5.852932,4.920989
1.750,down,star,-7.500,30,1,3.151261,0.949809,0.096854,0.934832,0.095326,1032.5910,0.5910,-0.001527,5.807014,8.476458,0.000000,0.411765,11.596639,3.193858,6.103050,5.112052
1.820,down,star,-7.500,30,1,3.277311,0.990939,0.101048,0.972256,0.099143,1032.6147,0.6147,-0.001905,6.020553,8.820217,0.000000,0.428235,12.060504,3.311304,6.350556,5.301119
1.890,down,star,-7.500,30,1,3.403361,1.032701,0.105306,1.011166,0.103110,1032.6393,0.6393,-0.002196,6.235405,9.159954,0.000000,0.444706,12.524370,3.429473,6.595167,5.487975
1.960,down,star,-7.500,30,1,3.529412,1.074959,0.109615,1.051497,0.107223,1032.6648,0.6648,-0.002392,6.453881,9.495489,0.000000,0.461176,12.988235,3.549635,6.836752,5.672519
2.030,down,star,-7.500,30,1,3.655462,1.117555,0.113959,1.093141,0.111469,1032.6911,0.6911,-0.002490,6.677803,9.826862,0.000000,0.477647,13.452101,3.672792,7.075341,5.854774
2.100,down,star,-7.500,30,1,3.781513,1.160316,0.118319,1.135950,0.115835,1032.7182,0.7182,-0.002485,6.908256,10.154334,0.000000,0.494118,13.915966,3.799541,7.311120,6.034884
2.170,down,star,-7.500,30,1,3.907563,1.203063,0.122678,1.179743,0.120300,1032.7459,0.7459,-0.002378,7.145438,10.478368,0.000000,0.510588,14.379832,3.929991,7.544425,6.213102
2.240,down,star,-7.500,30,1,4.033613,1.245617,0.127018,1.224314,0.124845,1032.7740,0.7740,-0.002172,7.388641,10.799611,0.000000,0.527059,14.843697,4.063752,7.775720,6.389786
2.310,down,star,-7.500,30,1,4.159664,1.287805,0.131320,1.269440,0.129447,1032.8026,0.8026,-0.001873,7.636338,11.118857,0.000000,0.543529,15.307563,4.199986,8.005577,6.565372
2.380,down,star,-7.500,30,1,4.285714,1.329474,0.135569,1.314891,0.134082,1032.8313,0.8313,-0.001487,7.886396,11.437004,0.000000,0.560000,15.771429,4.337518,8.234643,6.740352
2.450,down,star,-7.500,30,1,4.411765,1.370492,0.139751,1.360440,0.138726,1032.8601,0.8601,-0.001025,8.136361,11.755007,0.000000,0.576471,16.235294,4.474999,8.463605,6.915254
2.520,down,star,-7.500,30,1,4.537815,1.410756,0.143857,1.405866,0.143358,1032.8888,0.8888,-0.000499,8.383794,12.073831,0.000000,0.592941,16.699160,4.611087,8.693158,7.090607
2.590,down,star,-7.500,30,1,4.663866,1.450194,0.147879,1.450969,0.147958,1032.9173,0.9173,0.000079,8.626596,12.394396,0.000000,0.609412,17.163025,4.744628,8.923965,7.266918
2.660,down,star,-7.500,30,1,4.789916,1.488774,0.151813,1.495569,0.152506,1032.9455,0.9455,0.000693,8.863297,12.717531,0.000000,0.625882,17.626891,4.874813,9.156622,7.444642
2.730,down,star,-7.500,30,1,4.915966,1.526499,0.155660,1.539515,0.156987,1032.9733,0.9733,0.001327,9.093250,13.043930,0.000000,0.642353,18.090756,5.001287,9.391629,7.624161
2.800,down,star,-7.500,30,1,5.042017,1.563410,0.159423,1.582692,0.161390,1033.0006,1.0006,0.001966,9.316724,13.374113,0.000000,0.658824,18.554622,5.124198,9.629362,7.805762
2.870,down,star,-7.500,30,1,5.168067,1.599585,0.163112,1.625015,0.165705,1033.0274,1.0274,0.002593,9.534863,13.708404,0.000000,0.675294,19.018487,5.244175,9.870051,7.989622
2.940,down,star,-7.500,30,1,5.294118,1.635133,0.166737,1.666438,0.169929,1033.0536,1.0536,0.003192,9.749535,14.046909,0.000000,0.691765,19.482353,5.362244,10.113774,8.175800
3.010,down,star,-7.500,30,1,5.420168,1.670191,0.170312,1.706947,0.174060,1033.0792,1.0792,0.003748,9.963076,14.389511,0.000000,0.708235,19.946218,5.479692,10.360448,8.364231
3.080,down,star,-7.500,30,1,5.546218,1.704917,0.173853,1.746561,0.178100,1033.1042,1.1042,0.004246,10.177975,14.735878,0.000000,0.724706,20.410084,5.597886,10.609832,8.554733
3.150,down,star,-7.500,30,1,5.672269,1.739485,0.177378,1.785328,0.182053,1033.1287,1.1287,0.004675,10.396537,15.085481,0.000000,0.741176,20.873950,5.718095,10.861546,8.747014
3.220,down,star,-7.500,30,1,5.798319,1.774075,0.180905,1.823322,0.185927,1033.1527,1.1527,0.005022,10.620572,15.437619,0.000000,0.757647,21.337815,5.841315,11.115085,8.940690
3.290,down,star,-7.500,30,1,5.924370,1.808866,0.184453,1.860635,0.189732,1033.1763,1.1763,0.005279,10.851149,15.791458,0.000000,0.774118,21.801681,5.968132,11.369849,9.135302
3.360,down,star,-7.500,30,1,6.050420,1.844027,0.188038,1.897372,0.193478,1033.1996,1.1996,0.005440,11.088452,16.146074,0.000000,0.790588,22.265546,6.098649,11.625173,9.330341
3.430,down,star,-7.500,30,1,6.176471,1.879714,0.191678,1.933647,0.197177,1033.2225,1.2225,0.005500,11.331753,16.500503,0.000000,0.807059,22.729412,6.232464,11.880362,9.525277
3.500,down,star,-7.500,30,1,6.302521,1.916057,0.195383,1.969576,0.200841,1033.2452,1.2452,0.005457,11.579515,16.853790,0.000000,0.823529,23.193277,6.368733,12.134729,9.719585
3.570,down,star,-7.500,30,1,6.428571,1.953158,0.199167,2.005272,0.204481,1033.2678,1.2678,0.005314,11.829594,17.205041,0.000000,0.840000,23.657143,6.506276,12.387630,9.912773
3.640,down,star,-7.500,30,1,6.554622,1.991086,0.203034,2.040840,0.208108,1033.2903,1.2903,0.005073,12.079534,17.553469,0.000000,0.856471,24.121008,6.643744,12.638498,10.104408
3.710,down,star,-7.500,30,1,6.680672,2.029873,0.206989,2.076371,0.211731,1033.3127,1.3127,0.004741,12.326899,17.898434,0.000000,0.872941,24.584874,6.779795,12.886872,10.294139
3.780,down,star,-7.500,30,1,6.806723,2.069514,0.211032,2.111945,0.215358,1033.3352,1.3352,0.004327,12.569600,18.239481,0.000000,0.889412,25.048739,6.913280,13.132426,10.481714
3.850,down,star,-7.500,30,1,6.932773,2.109967,0.215157,2.147621,0.218996,1033.3578,1.3578,0.003840,12.806179,18.576359,0.000000,0.905882,25.512605,7.043398,13.374979,10.666997
3.920,down,star,-7.500,30,1,7.058824,2.151152,0.219356,2.183444,0.222649,1033.3804,1.3804,0.003293,13.036007,18.909039,0.000000,0.922353,25.976471,7.169804,13.614508,10.849971
3.990,down,star,-7.500,30,1,7.184874,2.192959,0.223620,2.219440,0.226320,1033.4032,1.4032,0.002700,13.259370,19.237711,0.000000,0.938824,26.440336,7.292654,13.851152,11.030741
4.060,down,star,-7.500,30,1,7.310924,2.235250,0.227932,2.255619,0.230009,1033.4261,1.4261,0.002077,13.477427,19.562777,0.000000,0.955294,26.904202,7.412585,14.085199,11.209527
4.130,down,star,-7.500,30,1,7.436975,2.277866,0.232278,2.291979,0.233717,1033.4490,1.4490,0.001439,13.692056,19.884828,0.000000,0.971765,27.368067,7.530631,14.317076,11.386656
4.200,up,star,-7.500,30,1,7.436975,1.916957,0.195475,1.924829,0.196278,1033.2169,1.2169,0.000803,13.673667,19.868314,0.000000,0.971765,27.368067,7.520517,14.305186,11.377573
4.270,up,star,-7.500,30,1,7.310924,1.888549,0.192578,1.890355,0.192763,1033.1951,1.1951,0.000184,13.424748,19.514103,0.000000,0.955294,26.904202,7.383611,14.050154,11.182757
4.340,up,star,-7.500,30,1,7.184874,1.859934,0.189660,1.856002,0.189260,1033.1734,1.1734,-0.000401,13.179531,19.159442,0.000000,0.938824,26.440336,7.248742,13.794798,10.987693
4.410,up,star,-7.500,30,1,7.058824,1.830940,0.186704,1.821748,0.185767,1033.1518,1.1518,-0.000937,12.939814,18.805297,0.000000,0.922353,25.976471,7.116898,13.539814,10.792913
4.480,up,star,-7.500,30,1,6.932773,1.801416,0.183693,1.787574,0.182282,1033.1301,1.1301,-0.001412,12.706651,18.452607,0.000000,0.905882,25.512605,6.988658,13.285877,10.598934
4.550,up,star,-7.500,30,1,6.806723,1.771231,0.180615,1.753468,0.178804,1033.1086,1.1086,-0.001811,12.480207,18.102237,0.000000,0.889412,25.048739,6.864114,13.033611,10.406230
4.620,up,star,-7.500,30,1,6.680672,1.740285,0.177460,1.719431,0.175333,1033.0871,1.0871,-0.002127,12.259741,17.754927,0.000000,0.872941,24.584874,6.742858,12.783547,10.215210
4.690,up,star,-7.500,30,1,6.554622,1.708510,0.174219,1.685473,0.171870,1033.0656,1.0656,-0.002349,12.043701,17.411256,0.000000,0.856471,24.121008,6.624035,12.536104,10.026191
4.760,up,star,-7.500,30,1,6.428571,1.675874,0.170892,1.651620,0.168418,1033.0442,1.0442,-0.002473,11.829934,17.071613,0.000000,0.840000,23.657143,6.506464,12.291562,9.839387
4.830,up,star,-7.500,30,1,6.302521,1.642386,0.167477,1.617908,0.164981,1033.0229,1.0229,-0.002496,11.615983,16.736174,0.000000,0.823529,23.193277,6.388791,12.050045,9.654896
4.900,up,star,-7.500,30,1,6.176471,1.608090,0.163979,1.584390,0.161563,1033.0017,1.0017,-0.002417,11.399414,16.404893,0.000000,0.807059,22.729412,6.269678,11.811523,9.472691
4.970,up,star,-7.500,30,1,6.050420,1.573064,0.160408,1.551123,0.158171,1032.9807,0.9807,-0.002237,11.178147,16.077506,0.000000,0.790588,22.265546,6.147981,11.575804,9.292628
5.040,up,star,-7.500,30,1,5.924370,1.537421,0.156773,1.518176,0.154811,1032.9598,0.9598,-0.001962,10.950739,15.753542,0.000000,0.774118,21.801681,6.022907,11.342550,9.114448
5.110,up,star,-7.500,30,1,5.798319,1.501301,0.153090,1.485619,0.151491,1032.9392,0.9392,-0.001599,10.716578,15.432353,0.000000,0.757647,21.337815,5.894118,11.111295,8.937794
5.180,up,star,-7.500,30,1,5.672269,1.464862,0.149374,1.453519,0.148218,1032.9189,0.9189,-0.001157,10.475964,15.113143,0.000000,0.741176,20.873950,5.761780,10.881463,8.762229
5.250,up,star,-7.500,30,1,5.546218,1.428279,0.145644,1.421941,0.144998,1032.8990,0.8990,-0.000646,10.230074,14.795010,0.000000,0.724706,20.410084,5.626541,10.652408,8.587256
5.320,up,star,-7.500,30,1,5.420168,1.391733,0.141917,1.390937,0.141836,1032.8794,0.8794,-0.000081,9.980795,14.476999,0.000000,0.708235,19.946218,5.489437,10.423439,8.412350
5.390,up,star,-7.500,30,1,5.294118,1.355401,0.138212,1.360544,0.138737,1032.8602,0.8602,0.000524,9.730477,14.158146,0.000000,0.691765,19.482353,5.351762,10.193865,8.236980
5.460,up,star,-7.500,30,1,5.168067,1.319454,0.134547,1.330780,0.135702,1032.8414,0.8414,0.001155,9.481606,13.837531,0.000000,0.675294,19.018487,5.214883,9.963022,8.060642
5.530,up,star,-7.500,30,1,5.042017,1.284043,0.130936,1.301638,0.132730,1032.8229,0.8229,0.001794,9.236476,13.514329,0.000000,0.658824,18.554622,5.080062,9.730317,7.882881
5.600,up,star,-7.500,30,1,4.915966,1.249297,0.127393,1.273089,0.129819,1032.8049,0.8049,0.002426,8.996873,13.187850,0.000000,0.642353,18.090756,4.948280,9.495252,7.703317
5.670,up,star,-7.500,30,1,4.789916,1.215317,0.123928,1.245072,0.126962,1032.7872,0.7872,0.003034,8.763835,12.857575,0.000000,0.625882,17.626891,4.820109,9.257454,7.521666
5.740,up,star,-7.500,30,1,4.663866,1.182167,0.120547,1.217501,0.124151,1032.7697,0.7697,0.003603,8.537511,12.523189,0.000000,0.609412,17.163025,4.695631,9.016696,7.337754
5.810,up,star,-7.500,30,1,4.537815,1.149877,0.117255,1.190264,0.121373,1032.7525,0.7525,0.004118,8.317143,12.184589,0.000000,0.592941,16.699160,4.574429,8.772904,7.151524
5.880,up,star,-7.500,30,1,4.411765,1.118439,0.114049,1.163223,0.118616,1032.7354,0.7354,0.004567,8.101165,11.841898,0.000000,0.576471,16.235294,4.455641,8.526166,6.963044
5.950,up,star,-7.500,30,1,4.285714,1.087808,0.110926,1.136220,0.115862,1032.7183,0.7183,0.004937,7.887418,11.495450,0.000000,0.560000,15.771429,4.338080,8.276724,6.772498
6.020,up,star,-7.500,30,1,4.159664,1.057901,0.107876,1.109081,0.113095,1032.7012,0.7012,0.005219,7.673440,11.145781,0.000000,0.543529,15.307563,4.220392,8.024963,6.580180
6.090,up,star,-7.500,30,1,4.033613,1.028607,0.104889,1.081622,0.110295,1032.6838,0.6838,0.005406,7.456801,10.793595,0.000000,0.527059,14.843697,4.101241,7.771389,6.386477
6.160,up,star,-7.500,30,1,3.907563,0.999784,0.101950,1.053657,0.107443,1032.6661,0.6661,0.005493,7.235432,10.439728,0.000000,0.510588,14.379832,3.979488,7.516604,6.191851
6.230,up,star,-7.500,30,1,3.781513,0.971273,0.099042,1.025002,0.104521,1032.6480,0.6480,0.005479,7.007903,10.085105,0.000000,0.494118,13.915966,3.854347,7.261276,5.996808
6.300,up,star,-7.500,30,1,3.655462,0.942898,0.096149,0.995488,0.101511,1032.6294,0.6294,0.005363,6.773617,9.730692,0.000000,0.477647,13.452101,3.725489,7.006098,5.801880
6.370,up,star,-7.500,30,1,3.529412,0.914480,0.093251,0.964962,0.098399,1032.6101,0.6101,0.005148,6.532893,9.377441,0.000000,0.461176,12.988235,3.593091,6.751758,5.607593
6.440,up,star,-7.500,30,1,3.403361,0.885840,0.090331,0.933301,0.095170,1032.5901,0.5901,0.004840,6.286921,9.026246,0.000000,0.444706,12.524370,3.457807,6.498897,5.414435
6.510,up,star,-7.500,30,1,3.277311,0.856810,0.087370,0.900412,0.091816,1032.5693,0.5693,0.004446,6.037601,8.677891,0.000000,0.428235,12.060504,3.320681,6.248081,5.222840
6.580,up,star,-7.500,30,1,3.151261,0.827237,0.084355,0.866244,0.088332,1032.5477,0.5477,0.003978,5.787287,8.333010,0.000000,0.411765,11.596639,3.183008,5.999767,5.033156
6.650,up,star,-7.500,30,1,3.025210,0.796994,0.081271,0.830784,0.084716,1032.5252,0.5252,0.003446,5.538466,7.992056,0.000000,0.395294,11.132773,3.046156,5.754280,4.845631
6.720,up,star,-7.500,30,1,2.899160,0.765984,0.078109,0.794069,0.080973,1032.5020,0.5020,0.002864,5.293423,7.655274,0.000000,0.378824,10.668908,2.911383,5.511797,4.660400
6.790,up,star,-7.500,30,1,2.773109,0.734140,0.074861,0.756180,0.077109,1032.4781,0.4781,0.002247,5.053934,7.322688,0.000000,0.362353,10.205042,2.779664,5.272335,4.477478
6.860,up,star,-7.500,30,1,2.647059,0.701436,0.071527,0.717243,0.073138,1032.4535,0.4535,0.001612,4.821021,6.994103,0.000000,0.345882,9.741176,2.651562,5.035754,4.296757
6.930,up,star,-7.500,30,1,2.521008,0.667881,0.068105,0.677427,0.069078,1032.4283,0.4283,0.000973,4.594817,6.669113,0.000000,0.329412,9.277311,2.527149,4.801761,4.118012
7.000,up,star,-7.500,30,1,2.394958,0.633522,0.064601,0.636939,0.064950,1032.4027,0.4027,0.000348,4.374546,6.347121,0.000000,0.312941,8.813445,2.406000,4.569927,3.940917
7.070,up,star,-7.500,30,1,2.268908,0.598443,0.061024,0.596019,0.060777,1032.3768,0.3768,-0.000247,4.158630,6.027375,0.000000,0.296471,8.349580,2.287246,4.339710,3.765056
7.140,up,star,-7.500,30,1,2.142857,0.562757,0.057385,0.554929,0.056587,1032.3508,0.3508,-0.000798,3.944901,5.709001,0.000000,0.280000,7.885714,2.169696,4.110481,3.589951
7.210,up,star,-7.500,30,1,2.016807,0.526604,0.053699,0.513950,0.052408,1032.3249,0.3249,-0.001290,3.730896,5.391057,0.000000,0.263529,7.421849,2.051993,3.881561,3.415081
7.280,up,star,-7.500,30,1,1.890756,0.490148,0.049981,0.473365,0.048270,1032.2993,0.2993,-0.001711,3.514187,5.072574,0.000000,0.247059,6.957983,1.932803,3.652253,3.239916
7.350,up,star,-7.500,30,1,1.764706,0.453561,0.046250,0.433455,0.044200,1032.2740,0.2740,-0.002050,3.292715,4.752615,0.000000,0.230588,6.494118,1.810993,3.421883,3.063938
7.420,up,star,-7.500,30,1,1.638655,0.417025,0.042525,0.394485,0.040226,1032.2494,0.2494,-0.002298,3.065064,4.430318,0.000000,0.214118,6.030252,1.685785,3.189829,2.886675
7.490,up,star,-7.500,30,1,1.512605,0.380718,0.038822,0.356695,0.036373,1032.2255,0.2255,-0.002450,2.830654,4.104947,0.000000,0.197647,5.566387,1.556859,2.955562,2.707721
7.560,up,star,-7.500,30,1,1.386555,0.344809,0.035161,0.320292,0.032661,1032.2025,0.2025,-0.002500,2.589820,3.775924,0.000000,0.181176,5.102521,1.424401,2.718665,2.526758
7.630,up,star,-7.500,30,1,1.260504,0.309447,0.031555,0.285439,0.029107,1032.1805,0.1805,-0.002448,2.343767,3.442868,0.000000,0.164706,4.638655,1.289072,2.478865,2.343577
7.700,up,star,-7.500,30,1,1.134454,0.274759,0.028018,0.252249,0.025722,1032.1595,0.1595,-0.002295,2.094407,3.105606,0.000000,0.148235,4.174790,1.151924,2.236037,2.158083
7.770,up,star,-7.500,30,1,1.008403,0.240843,0.024559,0.220782,0.022513,1032.1396,0.1396,-0.002046,1.844098,2.764190,0.000000,0.131765,3.710924,1.014254,1.990217,1.970305
7.840,up,star,-7.500,30,1,0.882353,0.207761,0.021186,0.191037,0.019480,1032.1208,0.1208,-0.001705,1.595326,2.418889,0.000000,0.115294,3.247059,0.877430,1.741600,1.780389
7.910,up,star,-7.500,30,1,0.756303,0.175541,0.017900,0.162956,0.016617,1032.1030,0.1030,-0.001283,1.350372,2.070176,0.000000,0.098824,2.783193,0.742705,1.490527,1.588597
7.980,up,star,-7.500,30,1,0.630252,0.144170,0.014701,0.136422,0.013911,1032.0862,0.0862,-0.000790,1.110998,1.718706,0.000000,0.082353,2.319328,0.611049,1.237468,1.395288
8.050,up,star,-7.500,30,1,0.504202,0.113600,0.011584,0.111263,0.011346,1032.0703,0.0703,-0.000238,0.878210,1.365276,0.000000,0.065882,1.855462,0.483015,0.982999,1.200902
8.120,up,star,-7.500,30,1,0.378151,0.083747,0.008540,0.087257,0.008898,1032.0552,0.0552,0.000358,0.652125,1.010790,0.000000,0.049412,1.391597,0.358668,0.727769,1.005935
8.190,up,star,-7.500,30,1,0.252101,0.054495,0.005557,0.064138,0.006540,1032.0405,0.0405,0.000983,0.431950,0.656205,0.000000,0.032941,0.927731,0.237573,0.472468,0.810913
8.260,up,star,-7.500,30,1,0.126050,0.025704,0.002621,0.041608,0.004243,1032.0263,0.0263,0.001622,0.216095,0.302484,0.000000,0.016471,0.463866,0.118853,0.217788,0.616366
8.330,up,star,-7.500,30,1,0.000000,-0.002790,-0.000285,0.019345,0.001973,1032.0122,0.0122,0.002257,0.002384,-0.049457,0.000000,0.000000,0.000000,0.001311,0.000000,0.450000
