elapsed_s,load_force_n,load_kg,pressure_force_n,pressure_kg_eq,pressure_hpa,error_kg
13.307,-38.855670,-3.962176,-37.875885,-3.862265,1049.3051,0.099910
13.814,-38.855670,-3.962176,-38.969634,-3.973797,1047.1485,-0.011621
13.863,-37.822953,-3.856868,-38.969634,-3.973797,1047.1485,-0.116929
14.323,-37.822953,-3.856868,-39.959890,-4.074775,1045.1959,-0.217907
14.736,-37.822953,-3.856868,-39.959890,-4.074775,1045.1959,-0.217907
14.923,-37.822953,-3.856868,-40.871597,-4.167743,1043.3982,-0.310875
15.457,-37.822953,-3.856868,-41.900280,-4.272639,1041.3699,-0.415772
15.964,-37.822953,-3.856868,-42.573606,-4.341300,1040.0422,-0.484432
16.289,-37.822953,-3.856868,-42.573606,-4.341300,1040.0422,-0.484432
16.471,-37.822953,-3.856868,-43.237489,-4.408997,1038.7332,-0.552129
16.985,-37.822953,-3.856868,-43.770263,-4.463325,1037.6827,-0.606457
17.498,-37.822953,-3.856868,-44.349605,-4.522401,1036.5404,-0.665533
18.011,-37.822953,-3.856868,-44.911688,-4.579718,1035.4321,-0.722850
18.524,-37.822953,-3.856868,-45.327095,-4.622077,1034.6130,-0.765210
18.698,-39.589502,-4.037006,-45.327095,-4.622077,1034.6130,-0.585072
19.038,-39.589502,-4.037006,-45.717882,-4.661927,1033.8424,-0.624921
19.547,-39.589502,-4.037006,-45.921222,-4.682661,1033.4415,-0.645656
19.655,-41.910860,-4.273718,-45.921222,-4.682661,1033.4415,-0.408943
20.168,-41.910860,-4.273718,-46.401826,-4.731669,1032.4938,-0.457951
20.536,-44.142976,-4.501331,-46.401826,-4.731669,1032.4938,-0.230339
20.710,-44.142976,-4.501331,-46.577354,-4.749568,1032.1477,-0.248237
21.223,-44.142976,-4.501331,-46.823941,-4.774713,1031.6615,-0.273382
21.403,-45.467252,-4.636369,-46.823941,-4.774713,1031.6615,-0.138344
21.732,-45.467252,-4.636369,-47.136962,-4.806632,1031.0443,-0.170263
22.246,-45.467252,-4.636369,-47.042717,-4.797022,1031.2301,-0.160653
22.660,-46.020518,-4.692787,-47.042717,-4.797022,1031.2301,-0.104235
22.815,-46.020518,-4.692787,-46.959870,-4.788574,1031.3935,-0.095787
23.323,-46.020518,-4.692787,-46.998037,-4.792466,1031.3182,-0.099679
23.875,-46.020518,-4.692787,-47.048905,-4.797653,1031.2179,-0.104866
24.386,-46.020518,-4.692787,-47.076585,-4.800476,1031.1633,-0.107689
24.598,-46.515318,-4.743242,-47.076585,-4.800476,1031.1633,-0.057233
