elapsed_s,load_force_n,load_kg,pressure_force_n,pressure_kg_eq,pressure_hpa,error_kg
16.219,-0.027382,-0.002792,,,1030.7377,
16.578,-0.024836,-0.002533,,,1030.7377,
16.731,-0.024836,-0.002533,,,1029.9423,
17.102,-0.030467,-0.003107,,,1029.9423,
17.241,-0.030467,-0.003107,,,1030.1142,
17.625,-0.026842,-0.002737,,,1030.1142,
17.749,-0.026842,-0.002737,,,1030.8794,
18.148,-0.025993,-0.002651,,,1030.8794,
18.257,-0.025993,-0.002651,,,1030.8640,
18.672,-0.027228,-0.002776,,,1030.8640,
18.770,-0.027228,-0.002776,,,1030.8759,
19.196,-0.028230,-0.002879,,,1030.8759,
19.286,-0.028230,-0.002879,,,1030.8299,
19.720,-0.024297,-0.002478,,,1030.8299,
19.794,-0.024297,-0.002478,,,1030.8633,
20.249,-0.025685,-0.002619,,,1030.8633,
20.302,-0.025685,-0.002619,,,1030.9966,
20.767,0.052450,0.005348,,,1030.9966,
20.821,0.052450,0.005348,,,1031.1953,
21.290,0.216740,0.022101,,,1031.1953,
21.332,0.216740,0.022101,,,1031.3122,
21.815,0.451298,0.046020,,,1031.3122,
21.840,0.451298,0.046020,,,1032.1094,
22.344,0.732675,0.074712,,,1032.1094,
22.382,0.732675,0.074712,,,1032.6980,
22.868,1.040970,0.106149,,,1032.6980,
22.901,1.040970,0.106149,,,1032.5078,
23.391,1.381353,0.140859,,,1032.5078,
23.415,1.381353,0.140859,,,1033.9818,
23.909,1.745492,0.177991,,,1033.9818,
23.933,1.745492,0.177991,,,1034.8233,
24.452,1.745492,0.177991,,,1035.9323,
24.817,2.097907,0.213927,,,1035.9323,
24.968,2.097907,0.213927,,,1037.1107,
25.485,2.097907,0.213927,,,1038.2286,
25.638,3.455889,0.352403,,,1038.2286,
26.003,3.455889,0.352403,,,1039.5763,
26.162,4.087907,0.416850,,,1039.5763,
26.518,4.087907,0.416850,,,1040.9226,
26.685,4.776925,0.487111,,,1040.9226,
27.037,4.776925,0.487111,,,1042.4423,
27.208,5.586654,0.569680,,,1042.4423,
27.551,5.586654,0.569680,,,1044.3164,
27.731,6.438883,0.656583,,,1044.3164,
28.070,6.438883,0.656583,,,1046.0926,
28.256,7.365776,0.751100,,,1046.0926,
28.584,7.365776,0.751100,,,1047.9532,
28.780,8.397413,0.856298,,,1047.9532,
29.096,8.397413,0.856298,,,1050.2118,
29.302,9.539272,0.972735,,,1050.2118,
29.607,9.539272,0.972735,,,1052.5745,
29.869,10.818194,1.103149,,,1052.5745,
30.123,10.818194,1.103149,,,1053.0824,
30.350,11.382644,1.160707,,,1053.0824,
30.631,11.382644,1.160707,,,1050.8432,
31.138,11.382644,1.160707,,,1048.4416,
31.258,10.779628,1.099216,,,1048.4416,
31.654,10.779628,1.099216,,,1046.5525,
32.165,7.408275,0.755434,,,1046.5525,
32.175,7.408275,0.755434,,,1044.4484,
32.682,7.408275,0.755434,,,1042.4866,
32.692,6.584739,0.671457,,,1042.4866,
33.198,6.584739,0.671457,,,1041.0677,
33.214,5.698650,0.581101,,,1041.0677,
33.719,5.698650,0.581101,,,1039.5194,
33.736,6.274824,0.639854,,,1039.5194,
34.226,6.274824,0.639854,,,1038.0179,
34.260,4.172598,0.425487,,,1038.0179,
34.734,4.172598,0.425487,,,1037.1677,
34.783,3.606065,0.367716,,,1037.1677,
35.249,3.606065,0.367716,,,1036.0023,
35.307,3.024722,0.308436,,,1036.0023,
35.775,3.024722,0.308436,,,1034.9568,
36.285,3.024722,0.308436,,,1034.0591,
36.599,1.594931,0.162638,,,1034.0591,
36.794,1.594931,0.162638,,,1033.3816,
37.122,1.343018,0.136950,,,1033.3816,
37.311,1.343018,0.136950,,,1032.7693,
37.647,1.004718,0.102453,,,1032.7693,
37.825,1.004718,0.102453,,,1032.1704,
38.342,1.004718,0.102453,,,1031.7609,
38.862,1.004718,0.102453,,,1031.2295,
39.327,0.257003,0.026207,,,1031.2295,
39.375,0.257003,0.026207,,,1030.8883,
39.897,0.257003,0.026207,,,1030.8716,
40.141,-0.012650,-0.001290,,,1030.8716,
40.420,-0.012650,-0.001290,,,1030.8960,
40.666,-0.023140,-0.002360,,,1030.8960,
40.935,-0.023140,-0.002360,,,1030.9048,
41.454,-0.023140,-0.002360,,,1030.7552,
41.958,-0.026379,-0.002690,,,1030.7552,
41.974,-0.026379,-0.002690,,,1030.7376,
42.494,-0.026379,-0.002690,,,1030.8749,
43.014,-0.026379,-0.002690,,,1030.8763,
43.248,-0.021597,-0.002202,,,1030.8763,
43.531,-0.021597,-0.002202,,,1030.9183,
44.042,-0.021597,-0.002202,,,1030.9331,
44.541,16.968990,1.730355,,,1030.9331,
44.567,16.968990,1.730355,,,1030.6240,
45.192,16.968990,1.730355,,,1030.5649,
45.832,16.662931,1.699146,,,1030.5649,
45.863,16.662931,1.699146,,,1030.8369,
46.375,16.662931,1.699146,,,1030.8207,
46.951,16.662931,1.699146,,,1030.7655,
47.123,-0.023371,-0.002383,,,1030.7655,
47.461,-0.023371,-0.002383,,,1030.8097,
47.977,-0.023371,-0.002383,,,1030.8166,
48.462,-3.301394,-0.336649,,,1030.8166,
48.531,-3.301394,-0.336649,,,1030.8282,
48.939,-0.024451,-0.002493,,,1030.8282,
49.816,-0.024451,-0.002493,,,1030.9089,
50.375,-0.024297,-0.002478,,,1030.7190,
50.375,-0.024297,-0.002478,,,1030.7190,
51.016,-0.022368,-0.002281,,,1030.7190,
51.035,-0.022368,-0.002281,,,1030.7223,
51.546,-0.022368,-0.002281,,,1030.7118,
52.056,-0.022368,-0.002281,,,1030.8014,
52.308,-0.023140,-0.002360,,,1030.8014,
52.564,-0.023140,-0.002360,,,1030.7006,
52.853,-0.021828,-0.002226,,,1030.7006,
53.298,-0.021828,-0.002226,,,1030.8468,
53.806,-0.021828,-0.002226,,,1030.7524,
54.314,-0.021828,-0.002226,,,1030.8709,
54.559,-0.011416,-0.001164,,,1030.8709,
54.822,-0.011416,-0.001164,,,1030.8115,
55.082,-0.023988,-0.002446,,,1030.8115,
55.329,-0.023988,-0.002446,,,1030.8482,
55.837,-0.023988,-0.002446,,,1030.8499,
55.991,-0.025839,-0.002635,,,1030.8499,
56.351,-0.025839,-0.002635,,,1030.8623,
56.810,-0.022291,-0.002273,,,1030.8623,
56.861,-0.022291,-0.002273,,,1030.7704,
57.334,-0.024219,-0.002470,,,1030.7704,
57.381,-0.024219,-0.002470,,,1030.8470,
57.859,-0.023062,-0.002352,,,1030.8470,
57.892,-0.023062,-0.002352,,,1030.9550,
58.407,-0.023062,-0.002352,,,1031.0704,
58.918,-0.023062,-0.002352,,,1030.8447,
59.063,-0.021443,-0.002187,,,1030.8447,
59.429,-0.021443,-0.002187,,,1030.9356,
59.585,8.880644,0.905574,,,1030.9356,
59.939,8.880644,0.905574,,,1030.8451,
