elapsed_s,phase,shape_name,target_depth_mm,report_sample_target,trial,indentation_depth_mm,load_force_n,load_kg,pressure_force_n,pressure_kg_eq,pressure_hpa,pressure_delta_hpa,error_kg,dot_mean_px,dot_max_px,missing_ratio,contact_peak,contact_area_ratio,residual_mean_px,residual_peak_px,surface_scale_px
1.760,down,sim2_square,-5.000,25,1,2.471910,0.838541,0.085507,0.807458,0.082338,1032.5352,0.5352,-0.003170,5.355519,7.440178,0.000000,0.494382,11.123596,0.044944,0.129888,1.000000
1.840,down,sim2_square,-5.000,25,1,2.584270,0.884855,0.090230,0.849044,0.086578,1032.5628,0.5628,-0.003652,5.616114,7.795740,0.000000,0.516854,11.629213,0.045169,0.130337,1.000000
1.920,down,sim2_square,-5.000,25,1,2.696629,0.931324,0.094969,0.892780,0.091038,1032.5917,0.5917,-0.003930,5.870995,8.153790,0.000000,0.539326,12.134831,0.045393,0.130787,1.000000
2.000,down,sim2_square,-5.000,25,1,2.808989,0.977377,0.099665,0.938192,0.095669,1032.6218,0.6218,-0.003996,6.118894,8.513885,0.000000,0.561798,12.640449,0.045618,0.131236,1.000000
2.080,down,sim2_square,-5.000,25,1,2.921348,1.022471,0.104263,0.984762,0.100418,1032.6527,0.6527,-0.003845,6.359207,8.875523,0.000000,0.584270,13.146067,0.045843,0.131685,1.000000
2.160,down,sim2_square,-5.000,25,1,3.033708,1.066132,0.108715,1.031962,0.105231,1032.6840,0.6840,-0.003484,6.592055,9.238159,0.000000,0.606742,13.651685,0.046067,0.132135,1.000000
2.240,down,sim2_square,-5.000,25,1,3.146067,1.107991,0.112984,1.079296,0.110058,1032.7154,0.7154,-0.002926,6.818270,9.601217,0.000000,0.629213,14.157303,0.046292,0.132584,1.000000
2.320,down,sim2_square,-5.000,25,1,3.258427,1.147810,0.117044,1.126329,0.114854,1032.7465,0.7465,-0.002191,7.039315,9.964110,0.000000,0.651685,14.662921,0.046517,0.133034,1.000000
2.400,down,sim2_square,-5.000,25,1,3.370787,1.185498,0.120887,1.172709,0.119583,1032.7773,0.7773,-0.001304,7.257147,10.326256,0.000000,0.674157,15.168539,0.046742,0.133483,1.000000
2.480,down,sim2_square,-5.000,25,1,3.483146,1.221119,0.124519,1.218189,0.124221,1032.8074,0.8074,-0.000299,7.474031,10.687095,0.000000,0.696629,15.674157,0.046966,0.133933,1.000000
2.560,down,sim2_square,-5.000,25,1,3.595506,1.254885,0.127963,1.262625,0.128752,1032.8369,0.8369,0.000789,7.692319,11.046103,0.000000,0.719101,16.179775,0.047191,0.134382,1.000000
2.640,down,sim2_square,-5.000,25,1,3.707865,1.287145,0.131252,1.305983,0.133173,1032.8656,0.8656,0.001921,7.914231,11.402810,0.000000,0.741573,16.685393,0.047416,0.134831,1.000000
2.720,down,sim2_square,-5.000,25,1,3.820225,1.318356,0.134435,1.348319,0.137490,1032.8937,0.8937,0.003055,8.141642,11.756812,0.000000,0.764045,17.191011,0.047640,0.135281,1.000000
2.800,down,sim2_square,-5.000,25,1,3.932584,1.349050,0.137565,1.389766,0.141717,1032.9212,0.9212,0.004152,8.375902,12.107783,0.000000,0.786517,17.696629,0.047865,0.135730,1.000000
2.880,down,sim2_square,-5.000,25,1,4.044944,1.379797,0.140700,1.430507,0.145871,1032.9482,0.9482,0.005171,8.617708,12.455484,0.000000,0.808989,18.202247,0.048090,0.136180,1.000000
2.960,down,sim2_square,-5.000,25,1,4.157303,1.411165,0.143899,1.470749,0.149975,1032.9748,0.9748,0.006076,8.867038,12.799772,0.000000,0.831461,18.707865,0.048315,0.136629,1.000000
3.040,down,sim2_square,-5.000,25,1,4.269663,1.443675,0.147214,1.510694,0.154048,1033.0013,1.0013,0.006834,9.123152,13.140601,0.000000,0.853933,19.213483,0.048539,0.137079,1.000000
3.120,down,sim2_square,-5.000,25,1,4.382022,1.477765,0.150690,1.550514,0.158108,1033.0277,1.0277,0.007418,9.384664,13.478024,0.000000,0.876404,19.719101,0.048764,0.137528,1.000000
3.200,down,sim2_square,-5.000,25,1,4.494382,1.513760,0.154361,1.590326,0.162168,1033.0541,1.0541,0.007808,9.649673,13.812193,0.000000,0.898876,20.224719,0.048989,0.137978,1.000000
3.280,down,sim2_square,-5.000,25,1,4.606742,1.551846,0.158244,1.630179,0.166232,1033.0805,1.0805,0.007988,9.915945,14.143354,0.000000,0.921348,20.730337,0.049213,0.138427,1.000000
3.360,down,sim2_square,-5.000,25,1,4.719101,1.592058,0.162345,1.670045,0.170297,1033.1069,1.1069,0.007952,10.181126,14.471840,0.000000,0.943820,21.235955,0.049438,0.138876,1.000000
3.440,down,sim2_square,-5.000,25,1,4.831461,1.634276,0.166650,1.709816,0.174353,1033.1333,1.1333,0.007703,10.442964,14.798061,0.000000,0.966292,21.741573,0.049663,0.139326,1.000000
3.520,down,sim2_square,-5.000,25,1,4.943820,1.678237,0.171133,1.749316,0.178381,1033.1595,1.1595,0.007248,10.699528,15.122491,0.000000,0.988764,22.247191,0.049888,0.139775,1.000000
3.600,up,sim2_square,-5.000,25,1,4.943820,1.379544,0.140674,1.444311,0.147279,1032.9573,0.9573,0.006604,10.707816,15.102960,0.000000,0.988764,22.247191,0.049888,0.139775,1.000000
3.680,up,sim2_square,-5.000,25,1,4.831461,1.355528,0.138225,1.412357,0.144020,1032.9361,0.9361,0.005795,10.467038,14.740032,0.000000,0.966292,21.741573,0.049663,0.139326,1.000000
3.760,up,sim2_square,-5.000,25,1,4.719101,1.331823,0.135808,1.379376,0.140657,1032.9143,0.9143,0.004849,10.218690,14.376987,0.000000,0.943820,21.235955,0.049438,0.138876,1.000000
3.840,up,sim2_square,-5.000,25,1,4.606742,1.307855,0.133364,1.345125,0.137165,1032.8916,0.8916,0.003800,9.963419,14.014410,0.000000,0.921348,20.730337,0.049213,0.138427,1.000000
3.920,up,sim2_square,-5.000,25,1,4.494382,1.283070,0.130837,1.309422,0.133524,1032.8679,0.8679,0.002687,9.702530,13.652876,0.000000,0.898876,20.224719,0.048989,0.137978,1.000000
4.000,up,sim2_square,-5.000,25,1,4.382022,1.256971,0.128175,1.272163,0.129724,1032.8432,0.8432,0.001549,9.437866,13.292927,0.000000,0.876404,19.719101,0.048764,0.137528,1.000000
4.080,up,sim2_square,-5.000,25,1,4.269663,1.229159,0.125339,1.233349,0.125767,1032.8175,0.8175,0.000427,9.171626,12.935061,0.000000,0.853933,19.213483,0.048539,0.137079,1.000000
4.160,up,sim2_square,-5.000,25,1,4.157303,1.199358,0.122300,1.193101,0.121662,1032.7908,0.7908,-0.000638,8.906164,12.579715,0.000000,0.831461,18.707865,0.048315,0.136629,1.000000
4.240,up,sim2_square,-5.000,25,1,4.044944,1.167435,0.119045,1.151663,0.117437,1032.7633,0.7633,-0.001608,8.643756,12.227254,0.000000,0.808989,18.202247,0.048090,0.136180,1.000000
4.320,up,sim2_square,-5.000,25,1,3.932584,1.133411,0.115576,1.109398,0.113127,1032.7353,0.7353,-0.002449,8.386389,11.877959,0.000000,0.786517,17.696629,0.047865,0.135730,1.000000
4.400,up,sim2_square,-5.000,25,1,3.820225,1.097462,0.111910,1.066777,0.108781,1032.7071,0.7071,-0.003129,8.135567,11.532021,0.000000,0.764045,17.191011,0.047640,0.135281,1.000000
4.480,up,sim2_square,-5.000,25,1,3.707865,1.059900,0.108080,1.024354,0.104455,1032.6790,0.6790,-0.003625,7.892174,11.189532,0.000000,0.741573,16.685393,0.047416,0.134831,1.000000
4.560,up,sim2_square,-5.000,25,1,3.595506,1.021156,0.104129,0.982734,0.100211,1032.6514,0.6514,-0.003918,7.656382,10.850488,0.000000,0.719101,16.179775,0.047191,0.134382,1.000000
4.640,up,sim2_square,-5.000,25,1,3.483146,0.981745,0.100110,0.942536,0.096112,1032.6247,0.6247,-0.003998,7.427641,10.514782,0.000000,0.696629,15.674157,0.046966,0.133933,1.000000
4.720,up,sim2_square,-5.000,25,1,3.370787,0.942232,0.096081,0.904353,0.092218,1032.5994,0.5994,-0.003863,7.204726,10.182214,0.000000,0.674157,15.168539,0.046742,0.133483,1.000000
4.800,up,sim2_square,-5.000,25,1,3.258427,0.903188,0.092100,0.868709,0.088584,1032.5758,0.5758,-0.003516,6.985860,9.852490,0.000000,0.651685,14.662921,0.046517,0.133034,1.000000
4.880,up,sim2_square,-5.000,25,1,3.146067,0.865152,0.088221,0.836018,0.085250,1032.5541,0.5541,-0.002971,6.768878,9.525238,0.000000,0.629213,14.157303,0.046292,0.132584,1.000000
4.960,up,sim2_square,-5.000,25,1,3.033708,0.828587,0.084492,0.806554,0.082246,1032.5346,0.5346,-0.002247,6.551434,9.200012,0.000000,0.606742,13.651685,0.046067,0.132135,1.000000
5.040,up,sim2_square,-5.000,25,1,2.921348,0.793852,0.080950,0.780418,0.079581,1032.5173,0.5173,-0.001370,6.331230,8.876307,0.000000,0.584270,13.146067,0.045843,0.131685,1.000000
5.120,up,sim2_square,-5.000,25,1,2.808989,0.761172,0.077618,0.757528,0.077246,1032.5021,0.5021,-0.000372,6.106227,8.553578,0.000000,0.561798,12.640449,0.045618,0.131236,1.000000
5.200,up,sim2_square,-5.000,25,1,2.696629,0.730624,0.074503,0.737605,0.075215,1032.4889,0.4889,0.000712,5.874847,8.231247,0.000000,0.539326,12.134831,0.045393,0.130787,1.000000
5.280,up,sim2_square,-5.000,25,1,2.584270,0.702130,0.071597,0.720192,0.073439,1032.4774,0.4774,0.001842,5.636117,7.908728,0.000000,0.516854,11.629213,0.045169,0.130337,1.000000
5.360,up,sim2_square,-5.000,25,1,2.471910,0.675463,0.068878,0.704661,0.071855,1032.4671,0.4671,0.002977,5.389766,7.585439,0.000000,0.494382,11.123596,0.044944,0.129888,1.000000
5.440,up,sim2_square,-5.000,25,1,2.359551,0.650263,0.066308,0.690253,0.070386,1032.4575,0.4575,0.004078,5.136250,7.260821,0.000000,0.471910,10.617978,0.044719,0.129438,1.000000
5.520,up,sim2_square,-5.000,25,1,2.247191,0.626066,0.063841,0.676114,0.068944,1032.4481,0.4481,0.005103,4.876708,6.934352,0.000000,0.449438,10.112360,0.044494,0.128989,1.000000
5.600,up,sim2_square,-5.000,25,1,2.134831,0.602334,0.061421,0.661344,0.067438,1032.4383,0.4383,0.006017,4.612852,6.605564,0.000000,0.426966,9.606742,0.044270,0.128539,1.000000
5.680,up,sim2_square,-5.000,25,1,2.022472,0.578493,0.058990,0.645049,0.065777,1032.4275,0.4275,0.006787,4.346807,6.274057,0.000000,0.404494,9.101124,0.044045,0.128090,1.000000
5.760,up,sim2_square,-5.000,25,1,1.910112,0.553982,0.056490,0.626392,0.063874,1032.4152,0.4152,0.007384,4.080905,5.939508,0.000000,0.382022,8.595506,0.043820,0.127640,1.000000
5.840,up,sim2_square,-5.000,25,1,1.797753,0.528283,0.053870,0.604649,0.061657,1032.4008,0.4008,0.007787,3.817467,5.601682,0.000000,0.359551,8.089888,0.043596,0.127191,1.000000
5.920,up,sim2_square,-5.000,25,1,1.685393,0.500969,0.051085,0.579247,0.059067,1032.3839,0.3839,0.007982,3.558576,5.260438,0.000000,0.337079,7.584270,0.043371,0.126742,1.000000
6.000,up,sim2_square,-5.000,25,1,1.573034,0.471726,0.048103,0.549805,0.056064,1032.3644,0.3644,0.007962,3.305883,4.915735,0.000000,0.314607,7.078652,0.043146,0.126292,1.000000
6.080,up,sim2_square,-5.000,25,1,1.460674,0.440382,0.044906,0.516158,0.052633,1032.3421,0.3421,0.007727,3.060450,4.567631,0.000000,0.292135,6.573034,0.042921,0.125843,1.000000
6.160,up,sim2_square,-5.000,25,1,1.348315,0.406917,0.041494,0.478368,0.048780,1032.3171,0.3171,0.007286,2.822642,4.216281,0.000000,0.269663,6.067416,0.042697,0.125393,1.000000
6.240,up,sim2_square,-5.000,25,1,1.235955,0.371464,0.037879,0.436725,0.044534,1032.2895,0.2895,0.006655,2.592103,3.861935,0.000000,0.247191,5.561798,0.042472,0.124944,1.000000
6.320,up,sim2_square,-5.000,25,1,1.123596,0.334301,0.034089,0.391729,0.039945,1032.2596,0.2596,0.005856,2.367779,3.504928,0.000000,0.224719,5.056180,0.042247,0.124494,1.000000
6.400,up,sim2_square,-5.000,25,1,1.011236,0.295830,0.030166,0.344063,0.035085,1032.2281,0.2281,0.004918,2.148026,3.145674,0.000000,0.202247,4.550562,0.042022,0.124045,1.000000
6.480,up,sim2_square,-5.000,25,1,0.898876,0.256545,0.026160,0.294554,0.030036,1032.1952,0.1952,0.003876,1.930765,2.784650,0.000000,0.179775,4.044944,0.041798,0.123596,1.000000
6.560,up,sim2_square,-5.000,25,1,0.786517,0.217003,0.022128,0.244125,0.024894,1032.1618,0.1618,0.002766,1.713677,2.422383,0.000000,0.157303,3.539326,0.041573,0.123146,1.000000
6.640,up,sim2_square,-5.000,25,1,0.674157,0.177777,0.018128,0.193742,0.019756,1032.1284,0.1284,0.001628,1.494428,2.059439,0.000000,0.134831,3.033708,0.041348,0.122697,1.000000
6.720,up,sim2_square,-5.000,25,1,0.561798,0.139418,0.014217,0.144358,0.014720,1032.0957,0.0957,0.000504,1.270891,1.696401,0.000000,0.112360,2.528090,0.041124,0.122247,1.000000
6.800,up,sim2_square,-5.000,25,1,0.449438,0.102414,0.010443,0.096856,0.009877,1032.0642,0.0642,-0.000567,1.041344,1.333856,0.000000,0.089888,2.022472,0.040899,0.121798,1.000000
6.880,up,sim2_square,-5.000,25,1,0.337079,0.067154,0.006848,0.052006,0.005303,1032.0345,0.0345,-0.001545,0.804643,0.972375,0.000000,0.067416,1.516854,0.040674,0.121348,1.000000
6.960,up,sim2_square,-5.000,25,1,0.224719,0.033904,0.003457,0.010415,0.001062,1032.0069,0.0069,-0.002395,0.560323,0.612501,0.000000,0.044944,1.011236,0.040449,0.120899,1.000000
7.040,up,sim2_square,-5.000,25,1,0.112360,0.002779,0.000283,-0.027499,-0.002804,1031.9818,-0.0182,-0.003087,0.308645,0.254728,0.000000,0.022472,0.505618,0.040225,0.120449,1.000000
7.120,up,sim2_square,-5.000,25,1,0.000000,-0.026256,-0.002677,-0.061527,-0.006274,1031.9592,-0.0408,-0.003597,0.050573,-0.100509,0.000000,0.000000,0.000000,0.040000,0.120000,1.000000
